date,snowlvl,precipaccumulation,airtempmax,airtempmin,airtempavg,precipincrement
2015-07-11,0.0,79.1,55,45,49,0.00
2015-07-12,0.0,79.1,62,46,52,0.00
2015-07-13,0.0,79.1,61,47,52,0.00
2015-07-14,0.0,79.1,63,47,54,0.00
2015-07-15,0.0,79.1,62,47,54,0.00
2015-07-16,0.0,79.1,56,42,48,0.00
2015-07-17,0.0,79.1,67,43,55,0.00
2015-07-18,0.0,79.1,74,58,64,0.00
2015-07-19,0.0,79.1,73,58,64,0.00
2015-07-20,0.0,79.1,69,55,60,0.00
2015-07-21,0.0,79.1,60,42,53,0.20
2015-07-22,0.0,79.3,55,39,46,0.00
2015-07-23,0.0,79.3,61,42,51,0.00
2015-07-24,0.0,79.3,63,47,53,0.00
2015-07-25,0.0,79.3,51,43,47,0.30
2015-07-26,0.0,79.6,49,40,43,0.00
2015-07-27,0.0,79.6,50,40,44,0.00
2015-07-28,0.0,79.6,68,41,55,0.00
2015-07-29,0.0,79.6,75,54,65,0.00
2015-07-30,0.0,79.6,83,64,72,0.00
2015-07-31,0.0,79.6,81,65,72,0.00
2015-08-01,0.0,79.6,82,63,72,0.00
2015-08-02,0.0,79.6,79,64,69,0.00
2015-08-03,0.0,79.6,68,56,62,0.00
2015-08-04,0.0,79.6,65,50,57,0.00
2015-08-05,0.0,79.6,59,46,52,0.00
2015-08-06,0.0,79.6,62,45,52,0.00
2015-08-07,0.0,79.6,67,49,57,0.00
2015-08-08,0.0,79.6,64,49,55,0.00
2015-08-09,0.0,79.6,66,48,56,0.00
2015-08-10,0.0,79.6,68,53,57,0.00
2015-08-11,0.0,79.6,75,57,64,0.00
2015-08-12,0.0,79.6,72,58,66,0.00
2015-08-13,0.0,79.6,75,57,65,0.00
2015-08-14,0.0,79.6,61,45,49,0.30
2015-08-15,0.0,79.9,54,42,47,0.20
2015-08-16,0.0,80.1,66,42,54,0.00
2015-08-17,0.0,80.1,71,50,60,0.00
2015-08-18,0.0,80.1,77,56,65,0.00
2015-08-19,0.0,80.1,76,58,65,0.00
2015-08-20,0.0,80.1,63,50,56,0.00
2015-08-21,0.0,80.1,58,42,50,0.00
2015-08-22,0.0,80.1,63,45,55,0.00
2015-08-23,0.0,80.1,72,54,62,0.00
2015-08-24,0.0,80.1,67,53,58,0.00
2015-08-25,0.0,80.1,71,50,60,0.00
2015-08-26,0.0,80.1,72,57,63,0.00
2015-08-27,0.0,80.1,72,54,61,0.00
2015-08-28,0.0,80.1,65,53,59,0.00
2015-08-29,0.0,80.1,62,45,49,0.80
2015-08-30,0.0,80.9,46,41,43,0.60
2015-08-31,0.0,81.5,54,41,46,0.00
2015-09-01,0.0,81.5,57,43,48,0.00
2015-09-02,0.0,81.5,46,38,41,0.60
2015-09-03,0.0,82.1,45,35,39,0.30
2015-09-04,0.0,82.4,47,34,39,0.00
2015-09-05,0.0,82.4,42,36,38,0.00
2015-09-06,0.0,82.4,46,37,41,0.00
2015-09-07,0.0,82.4,55,38,46,0.00
2015-09-08,0.0,82.4,65,47,56,0.00
2015-09-09,0.0,82.4,67,52,59,0.00
2015-09-10,0.0,82.4,74,53,63,0.00
2015-09-11,0.0,82.4,76,61,67,0.00
2015-09-12,0.0,82.4,73,55,65,0.00
2015-09-13,0.0,82.4,60,42,53,0.10
2015-09-14,0.0,82.5,49,35,42,0.20
2015-09-15,0.0,82.7,43,33,37,0.20
2015-09-16,0.0,82.9,47,35,40,0.00
2015-09-17,0.0,82.9,43,36,41,1.00
2015-09-18,0.0,83.9,55,37,45,0.00
2015-09-19,0.0,83.9,60,43,51,0.00
2015-09-20,0.0,83.9,61,49,53,0.00
2015-09-21,0.0,83.9,57,45,49,0.10
2015-09-22,0.0,84.0,56,38,47,0.10
2015-09-23,0.0,84.1,59,43,50,0.00
2015-09-24,0.0,84.1,63,49,55,0.00
2015-09-25,0.0,84.1,61,47,54,0.00
2015-09-26,0.0,84.1,49,36,43,0.10
2015-09-27,0.0,84.2,56,37,46,0.00
2015-09-28,0.0,84.2,59,45,52,0.00
2015-09-29,0.0,84.2,67,52,58,0.00
2015-09-30,0.0,84.2,62,50,54,0.00
2015-10-01,0.0,0.0,62,48,54,0.10
2015-10-02,0.0,0.1,52,39,45,0.10
2015-10-03,0.0,0.2,52,34,44,0.00
2015-10-04,0.0,0.2,57,48,52,0.00
2015-10-05,0.0,0.2,62,49,54,0.00
2015-10-06,0.0,0.2,61,50,55,0.00
2015-10-07,0.0,0.2,53,44,51,0.30
2015-10-08,0.0,0.5,65,50,57,0.00
2015-10-09,0.0,0.5,59,51,54,0.00
2015-10-10,0.0,0.5,57,40,47,1.60
2015-10-11,0.0,2.1,51,39,45,0.00
2015-10-12,0.0,2.1,57,45,50,0.00
2015-10-13,0.0,2.1,57,49,52,0.00
2015-10-14,0.0,2.1,62,48,56,0.00
2015-10-15,0.0,2.1,64,54,60,0.00
2015-10-16,0.0,2.1,67,56,62,0.00
2015-10-17,0.0,2.1,57,45,51,0.10
2015-10-18,0.0,2.2,51,42,45,0.10
2015-10-19,0.0,2.3,44,38,42,0.40
2015-10-20,0.0,2.7,52,38,44,0.10
2015-10-21,0.0,2.8,55,41,46,0.00
2015-10-22,0.0,2.8,50,36,42,0.00
2015-10-23,0.0,2.8,55,38,46,0.00
2015-10-24,0.0,2.8,55,46,49,0.00
2015-10-25,0.0,2.8,49,37,43,0.40
2015-10-26,0.0,3.2,38,34,36,0.20
2015-10-27,0.0,3.4,51,35,44,0.00
2015-10-28,0.0,3.4,47,38,42,1.00
2015-10-29,0.0,4.4,43,39,40,0.40
2015-10-30,0.0,4.8,47,39,44,3.30
2015-10-31,0.0,8.1,47,37,44,2.70
2015-11-01,0.0,10.8,38,33,35,0.90
2015-11-02,0.0,11.7,35,31,33,0.60
2015-11-03,0.5,12.3,33,24,29,0.70
2015-11-04,1.0,13.0,35,23,29,0.00
2015-11-05,1.0,13.0,35,31,33,0.30
2015-11-06,1.4,13.3,43,34,37,0.00
2015-11-07,1.3,13.3,43,37,39,0.40
2015-11-08,1.2,13.7,39,31,34,0.70
2015-11-09,1.3,14.4,33,25,29,0.10
2015-11-10,1.2,14.5,32,25,29,0.00
2015-11-11,1.3,14.5,33,28,30,0.70
2015-11-12,2.1,15.2,38,26,31,0.90
2015-11-13,2.5,16.1,41,38,40,1.30
2015-11-14,1.9,17.4,39,36,38,0.10
2015-11-15,1.6,17.5,38,24,28,0.90
2015-11-16,2.3,18.4,36,23,28,1.80
2015-11-17,3.8,20.2,42,28,37,2.30
2015-11-18,3.4,22.5,31,26,28,0.50
2015-11-19,3.7,23.0,39,26,34,1.40
2015-11-20,4.2,24.4,33,24,29,0.00
2015-11-21,3.9,24.4,50,30,36,0.00
2015-11-22,3.8,24.4,48,35,40,0.00
2015-11-23,3.8,24.4,44,32,38,0.30
2015-11-24,4.0,24.7,32,25,27,0.30
2015-11-25,4.3,25.0,36,20,27,0.00
2015-11-26,4.0,25.0,36,30,34,0.00
2015-11-27,3.8,25.0,37,31,35,0.00
2015-11-28,3.8,25.0,42,31,38,0.00
2015-11-29,3.8,25.0,44,30,39,0.00
2015-11-30,3.7,25.0,39,31,34,0.00
2015-12-01,3.8,25.0,36,31,33,0.40
2015-12-02,4.0,25.4,41,35,37,0.40
2015-12-03,3.8,25.8,40,31,36,0.70
2015-12-04,4.1,26.5,31,28,30,0.90
2015-12-05,4.8,27.4,36,28,32,0.00
2015-12-06,5.0,27.4,35,33,34,0.90
2015-12-07,5.9,28.3,44,34,40,3.00
2015-12-08,5.3,31.3,45,41,43,0.30
2015-12-09,4.0,31.6,42,30,34,2.10
2015-12-10,4.5,33.7,34,28,31,1.00
2015-12-11,5.7,34.7,31,27,29,0.80
2015-12-12,6.5,35.5,34,28,30,1.70
2015-12-13,8.3,37.2,30,25,27,2.20
2015-12-14,10.5,39.4,29,20,24,0.50
2015-12-15,11.1,39.9,29,19,25,0.00
2015-12-16,11.2,39.9,31,28,29,0.50
2015-12-17,11.7,40.4,37,28,33,3.00
2015-12-18,12.9,43.4,37,26,30,0.40
2015-12-19,13.3,43.8,29,25,27,0.30
2015-12-20,13.3,44.1,30,26,27,0.70
2015-12-21,14.2,44.8,33,26,28,2.50
2015-12-22,16.7,47.3,28,23,25,1.30
2015-12-23,18.0,48.6,24,22,23,2.60
2015-12-24,20.6,51.2,27,20,23,0.30
2015-12-25,20.9,51.5,27,15,21,0.00
2015-12-26,20.9,51.5,28,14,20,0.20
2015-12-27,21.1,51.7,31,23,27,0.40
2015-12-28,21.5,52.1,29,23,26,0.00
2015-12-29,21.6,52.1,28,22,24,0.00
2015-12-30,21.8,52.1,23,16,19,0.00
2015-12-31,21.7,52.1,24,15,20,0.00
